228252;6541;0;0;0
228766;6541;0;0;0
229280;6541;0;0;0
22979251398;6541;0;0;0
251912;6541;0;0;0
252427;6541;0;0;0
252941;6541;0;0;0
253455;6541;0;0;0
253970;6541;0;0;0
254484;6541;0;0;0
254998;6541;0;0;0
255513;6541;0;0;0
256027;6541;0;0;0
256541;6541;0;0;0
257055;6541;0;0;0
257570;6541;0;0;0
258084;6541;0;0;0
258598;6541;0;0;0
259113;6541;0;0;0
259628;6541;0;0;0
260142;6541;0;0;0
260657;6541;0;0;0
261171;6541;0;0;0
261685;6541;0;0;0
262199;6541;0;0;0
262714;6541;0;0;0
263228;6541;0;0;0
263742;6541;0;0;0
264257;6541;0;0;0
264771;6541;0;0;0
265285;6541;0;0;0
265799;6541;876;2155;0
266314;6541;875;2171;0
266829;6541;874;2187;0
267344;6541;878;2123;0
267859;6541;874;2187;0
268374;6541;877;2139;0
268889;6541;876;2155;0
269404;6541;875;2171;0
269919;6541;876;2155;0
270434;6541;876;2155;0
270949;6541;876;2155;0
271464;6541;878;2123;0
271978;6541;876;2155;0
272493;6541;877;2139;0
273008;6541;876;2155;0
273523;6541;879;2107;0
274038;6541;879;2107;0
274553;6541;875;2171;0
275068;6541;875;2171;0
275582;6541;878;2123;0
276098;6541;877;2139;0
276613;6541;876;2155;0
277128;6541;879;2107;0
277643;6541;877;2139;0
278158;6541;872;2218;0
278673;6541;857;2446;0
279187;6541;838;2717;0
279702;6541;826;2879;0
280217;6541;814;3035;0
280732;6541;807;3123;0
281247;6541;803;3173;0
281762;6541;800;3210;0
282277;6541;799;3223;0
282791;6541;794;3284;0
283307;6541;792;3308;0
283822;6541;791;3320;0
284337;6541;794;3284;0
284852;6541;789;3344;0
285367;6541;788;3356;0
285882;6541;785;3392;0
286396;6541;786;3380;0
286911;6541;783;3416;0
287426;6541;786;3380;0
287941;6541;785;3392;0
288456;6541;784;3404;0
288971;6541;782;3428;0
289486;6541;783;3416;0
290000;6541;783;3416;0
290515;6541;783;3416;0
291031;6541;784;3404;0
291546;6541;783;3416;0
292061;6541;782;3428;0
292576;6541;782;3428;0
293091;6541;779;3463;0
293605;6541;782;3428;0
294120;6541;786;3380;0
294635;6541;780;3451;0
295150;6541;784;3404;0
295665;6541;788;3356;0
296179;6541;790;3332;0
296694;6541;790;3332;0
297208;6488;790;3332;0
297723;5086;790;3332;0
298237;2980;790;3332;0
298752;2500;790;3332;0
299266;2500;790;3332;0
299780;2500;790;3332;0
300293;2500;790;3332;0
300808;2675;790;3332;0
301322;2851;790;3332;0
301836;2851;790;3332;0
302350;2851;790;3332;0
302864;2851;790;3332;0
303379;2851;790;3332;0
303894;2851;832;2798;0
304409;2851;835;2758;0
304924;2851;836;2744;0
305439;2851;839;2703;0
305953;2851;839;2703;0
306468;2851;842;2661;0
306983;2851;844;2633;0
307499;2851;844;2633;0
308014;2851;845;2619;0
308529;2851;847;2591;0
309044;2851;845;2619;0
309558;2851;846;2605;0
310073;2851;848;2577;0
310588;2851;847;2591;0
311103;2851;847;2591;0
311618;2851;842;2661;0
312133;2851;831;2812;0
312648;2851;821;2944;0
313162;2851;814;3035;0
313677;2851;814;3035;0
314192;2851;806;3136;0
314707;2851;803;3173;0
315223;2851;799;3223;0
315738;2851;796;3260;0
316253;2851;798;3235;0
316767;2851;799;3223;0
317282;2851;801;3198;0
317797;2851;804;3161;0
318312;2851;807;3123;0
318827;2851;810;3086;0
319342;2851;810;3086;0
319857;2851;816;3009;0
320371;2851;821;2944;0
320886;2851;821;2944;0
321401;2851;821;2944;0
321916;2851;826;2879;0
322432;2851;826;2879;0
322947;2851;830;2825;0
323462;2851;832;2798;0
323976;2851;834;2771;0
324491;2851;833;2785;0
325006;2851;837;2730;0
325521;2851;840;2689;0
